Clone,Type,Rep,Date,epp0,epp1,epp2,TotalEpp,TotalEmb,TotalEmbCorr,LowNumbers,Priorto1LiterStart,Dayssince1stDate,Notes
AxB_R1_136_A,AxCF1,1,2/19/20,8,0,0,8,0,0,,,91,
AxB_R1_136_A,AxCF1,1,3/11/20,1,0,14,15,28,28,,,112,
AxB_R1_136_A,AxCF1,1,3/17/20,4,3,11,18,25,25,,,118,
AxB_R1_136_A,AxCF1,1,4/2/20,5,1,3,9,7,7,,,134,
AxB_R1_136_A,AxCF1,1,4/16/20,3,2,2,7,6,6,,,148,
AxB_R1_136_A,AxCF1,1,4/30/20,1,0,3,4,6,6,,,162,
AxB_R1_136_A,AxCF1,1,5/14/20,6,0,0,6,0,0,,,176,
AxB_R1_136_A,AxCF1,1,5/28/20,12,0,0,12,0,0,,,190,
AxB_R1_136_A,AxCF1,2,3/11/20,3,0,0,3,0,0,,,112,
AxB_R1_136_A,AxCF1,2,3/26/20,0,1,12,13,25,25,,,127,
AxB_R1_136_A,AxCF1,2,4/9/20,0,0,4,4,8,8,,,141,
AxB_R1_136_A,AxCF1,2,4/23/20,0,0,1,1,2,2,,,155,
AxB_R1_136_A,AxCF1,2,5/7/20,1,0,0,1,0,0,,,169,
AxB_R1_136_A,AxCF1,2,5/21/20,8,0,0,8,0,0,,,183,
AxB_R1_136_A,AxCF1,2,6/4/20,1,0,0,1,0,0,,,197,
AxB_R1_188_A,selfedC,1,2/19/20,6,0,0,6,0,0,,,91,
AxB_R1_188_A,selfedC,1,3/11/20,0,0,2,2,4,4,,,112,
AxB_R1_188_A,selfedC,1,3/17/20,0,0,0,0,0,0,,,118,
AxB_R1_188_A,selfedC,1,4/2/20,0,0,0,0,0,0,,,134,
AxB_R1_188_A,selfedC,1,4/16/20,0,0,0,0,0,0,,,148,
AxB_R1_188_A,selfedC,1,4/30/20,0,0,0,0,0,0,,,162,
AxB_R1_188_A,selfedC,1,5/14/20,0,0,1,1,2,2,,,176,
AxB_R1_188_A,selfedC,1,5/28/20,0,0,0,0,0,0,1,,190,very low numbers
AxB_R1_188_A,selfedC,2,3/11/20,0,0,0,0,0,0,,,112,
AxB_R1_188_A,selfedC,2,3/26/20,0,0,0,0,0,0,,,127,
AxB_R1_188_A,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
AxB_R1_188_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
AxB_R1_188_A,selfedC,2,5/7/20,0,0,0,0,0,0,,,169,
AxB_R1_188_A,selfedC,2,5/21/20,0,0,2,2,4,4,,,183,
AxB_R1_P110_A,selfedA,1,2/28/20,3,0,0,3,0,0,,,100,
AxB_R1_P110_A,selfedA,1,3/11/20,0,0,0,0,0,0,,,112,
AxB_R1_P110_A,selfedA,1,3/26/20,20,0,0,20,0,0,,,127,
AxB_R1_P110_A,selfedA,1,4/9/20,0,0,0,0,0,0,,,141,
AxB_R1_P110_A,selfedA,1,4/23/20,0,0,0,0,0,0,,,155,
AxB_R1_P110_A,selfedA,1,5/7/20,0,0,0,1,0,0,,,169,"1 ephippia, but was lost"
AxB_R1_P110_A,selfedA,1,5/21/20,0,0,0,0,0,0,1,,183,numbers a bit low
AxB_R1_P110_A,selfedA,1,6/4/20,1,0,0,1,0,0,,,197,
AxB_R1_P110_A,selfedA,2,4/9/20,0,0,0,0,0,0,,,141,
AxB_R1_P110_A,selfedA,2,4/23/20,1,0,0,1,0,0,,,155,
AxB_R1_P110_A,selfedA,2,5/7/20,0,0,0,0,0,0,,,169,
AxB_R1_P110_A,selfedA,2,5/21/20,0,0,0,0,0,0,1,,183,"low numbers, struggling"
AxB_R1_P110_A,selfedA,2,6/4/20,0,0,0,0,0,0,,,197,
AxB_R1_P50_A,AxCF1,1,3/11/20,0,0,1,1,2,2,,,112,
AxB_R1_P50_A,AxCF1,1,3/17/20,0,0,0,0,0,0,,,118,
AxB_R1_P50_A,AxCF1,1,4/2/20,0,0,4,4,8,8,,,134,
AxB_R1_P50_A,AxCF1,1,4/16/20,1,0,0,1,0,0,,,148,
AxB_R1_P50_A,AxCF1,1,4/30/20,0,0,0,0,0,0,,,162,
AxB_R1_P50_A,AxCF1,1,5/14/20,0,0,0,0,0,0,,,176,
AxB_R1_P50_A,AxCF1,1,5/28/20,2,0,0,2,0,0,,,190,
AxB_R1_P50_A,AxCF1,2,3/11/20,0,0,1,1,2,2,,,112,
AxB_R1_P50_A,AxCF1,2,3/17/20,0,0,1,1,2,2,,,118,
AxB_R1_P50_A,AxCF1,2,4/2/20,1,0,1,2,2,2,,,134,
AxB_R1_P50_A,AxCF1,2,4/16/20,1,0,0,1,0,0,,,148,
AxB_R1_P50_A,AxCF1,2,4/30/20,0,0,0,0,0,0,,,162,
AxB_R1_P50_A,AxCF1,2,5/14/20,1,0,0,1,0,0,,,176,
AxB_R1_P50_A,AxCF1,2,5/28/20,2,0,0,2,0,0,,,190,
AxB_R1_P50_A,AxCF1,3,3/11/20,1,0,0,1,0,0,,,112,
AxB_R1_P50_A,AxCF1,3,3/26/20,2,1,0,3,1,1,,,127,
AxB_R1_P50_A,AxCF1,3,4/9/20,5,0,0,5,0,0,,,141,
AxB_R1_P50_A,AxCF1,3,4/23/20,0,0,0,0,0,0,,,155,
AxB_R1_P50_A,AxCF1,3,5/7/20,2,0,2,4,4,4,,,169,
AxB_R1_P50_A,AxCF1,3,5/21/20,1,0,3,4,6,6,,,183,
AxB_R1_P50_A,AxCF1,3,6/4/20,0,0,2,2,4,4,,,197,
AxB_R1_P50_A,AxCF1,?,2/19/20,0,0,1,1,2,2,,,91,
AxB_R1_P50_A,AxCF1,?,2/19/20,0,0,0,0,0,0,,,91,
AxB_R1_P56_A,AxCF1,1,3/4/20,0,0,0,0,0,0,,,105,
AxB_R1_P56_A,AxCF1,1,3/17/20,0,0,0,0,0,0,,,118,
AxB_R1_P56_A,AxCF1,1,4/2/20,0,0,0,0,0,0,,,134,
AxB_R1_P56_A,AxCF1,1,4/16/20,0,0,0,0,0,0,,,148,
AxB_R1_P56_A,AxCF1,1,4/30/20,0,0,0,0,0,0,,,162,
AxB_R1_P56_A,AxCF1,1,5/14/20,0,0,0,0,0,0,,,176,
AxB_R1_P56_A,AxCF1,1,5/28/20,0,0,0,0,0,0,,,190,
AxB_R1_P56_A,AxCF1,2,3/4/20,0,0,0,0,0,0,,,105,
AxB_R1_P56_A,AxCF1,2,3/17/20,0,0,0,0,0,0,,,118,
AxB_R1_P56_A,AxCF1,2,4/2/20,0,0,0,0,0,0,,,134,
AxB_R1_P56_A,AxCF1,2,4/16/20,0,0,0,0,0,0,,,148,
AxB_R1_P56_A,AxCF1,2,4/30/20,0,0,0,0,0,0,,,162,
AxB_R1_P56_A,AxCF1,2,5/14/20,0,0,0,0,0,0,,,176,
AxB_R1_P56_A,AxCF1,2,5/28/20,0,0,0,0,0,0,,,190,
AxB_R1_P56_A,AxCF1,3,3/11/20,0,0,2,2,4,4,,,112,
AxB_R1_P56_A,AxCF1,3,3/26/20,0,0,0,0,0,0,,,127,
AxB_R1_P56_A,AxCF1,3,4/9/20,0,0,0,0,0,0,,,141,
